0,0,25,0
0,0,25,0
0,0,10,0
0,0,25,0
0,0,25,0
0,0,15,0
13,8,3,8
255,25,0,25
255,85,0,50
255,85,30,80
255,125,130,110
255,255,255,160
255,255,255,200
255,255,255,255
200,200,200,255
180,180,180,255
160,160,160,200
140,140,140,180
140,100,28,150
140,40,0,110
130,20,0,80
100,10,0,50
13,0,20,0
0,0,25,0

